smiles,PI3K-beta,PI3K-alpha,PI3K-delta,PI3K-gamma
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)cnc1Cl,0,1,1,0
Cc1nc(N)nc(-c2c(Nc3ccn[nH]3)nc3ccc(-c4cncn4C)cn23)n1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5COCCO5)C4)cc32)cc1F,0,1,1,0
CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,0,1,0,0
O=S(=O)(c1ccc(Br)cc1)c1nc2ccccc2nc1Nc1cccc(O)c1,0,1,0,0
Cc1nc(N)nc2c1cc(-c1ccc(C#N)nc1)c(=O)n2[C@H]1CC[C@H](O)CC1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)C5)C4)cc32)cc1F,0,1,1,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5COCCO5)C4)cc32)cc1C#N,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cnc(S(C)(=O)=O)c(C)c2)CCO3)C1,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cccnc5)C4)cc32)cc1C#N,0,1,1,0
CN(C)CC(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,0,1,0,0
Nc1ncc(-c2ccc3ncc(N4CCOCC4)n3c2)cc1S(=O)(=O)N1CCOCC1,0,1,0,0
Oc1ccccc1-c1nc2c(N3CCOCC3)nc(N3CCOCC3)nc2[nH]1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(S(=O)(=O)C5CCOCC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CN1CCN(CCOc2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0,1,0,0
COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CNC(=O)C5)C4)cc32)cc1C#N,0,1,1,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)CC(C)(C)C)C4)c3C2)cc1C(F)(F)F,0,1,1,0
CCOc1ncc(-c2cccc3nc([C@@H]4CCCN4c4nc(N)nc(C)c4C#N)n(-c4ccccc4)c(=O)c23)cn1,0,1,1,1
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NC(C#N)c4ccccc4)c3)cc2s1,0,1,0,0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCNC(=O)Nc1ccc2ncc(-c3ccc(O)c(OC)c3)nc2n1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
O=C1/C(=C/c2c[nH]c3ccc(Cl)cc23)Oc2cc(O)cc(O)c21,0,1,0,1
COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)cc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)CC(C)(C)C)C4)cc32)cc1C#N,0,1,1,0
COc1ncc(N2CCOc3cnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)cc32)cc1C,0,1,1,0
CN1CCN(c2ccc(-c3ccc4ncc5c(c4n3)N(c3cccc(C(F)(F)F)c3)C(=O)N(C)C5)cn2)CC1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)cc32)cnc1Cl,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CC[C@@H](O)CC5)C4)cc32)cc1F,0,1,1,0
Cn1cc(/C=C2\Oc3ccc(NC(=O)Nc4ccccc4)cc3C2=O)c2c(N3CC4CCC(C3)O4)ccnc21,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccc4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
CN(C)Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(F)(F)F)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,0,1,0,1
c1ccc(COc2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)n2)nc1,0,1,0,0
NC(=O)c1cnc2c(c1)OCCc1cc(-c3[nH]nnc3-c3ccc(F)cc3F)sc1-2,0,1,0,0
CC(C)n1nc(-c2cc3cc(F)ccc3[nH]2)c2c(N)ncnc21,0,1,0,0
CC(C)n1nc(-c2cc3cc(C#N)ccc3[nH]2)c2c(N)ncnc21,0,1,0,0
COc1ccc2[nH]c(-c3nn(C(C)C)c4ncnc(N)c34)cc2c1,0,1,0,0
CC(C)n1nc(-c2cc3ccccc3n2C)c2c(N)ncnc21,0,1,0,0
CC(C)n1nc(-c2cc3ccccc3[nH]2)c2c(N)ncnc21,0,1,0,0
COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)[nH]c2c1,0,1,0,0
CC(C)n1nc(-c2cc3c(Cl)cccc3[nH]2)c2c(N)ncnc21,0,1,0,0
COc1cccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)[nH]c12,0,1,1,1
CC(C)n1nc(-c2cc3cccc(O)c3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CCCC1,0,1,1,1
COc1cc(Cl)c2[nH]c(-c3nn(C(C)C)c4ncnc(N)c34)cc2c1,0,1,0,0
COc1cc(F)c2[nH]c(-c3nn(C(C)C)c4ncnc(N)c34)cc2c1,0,1,0,0
CC(C)n1nc(-c2cc3cc(O)cc(Cl)c3[nH]2)c2c(N)ncnc21,0,1,1,1
CC(C)n1nc(-c2cc3cc(O)cc(F)c3[nH]2)c2c(N)ncnc21,0,1,1,1
CC(C)n1nc(-c2cc3cc(Cl)ccc3[nH]2)c2c(N)ncnc21,0,1,0,0
COc1cnc2[nH]c(-c3nn(C(C)C)c4ncnc(N)c34)cc2c1,0,1,0,0
CC(C)n1nc(-c2cc3cnccc3[nH]2)c2c(N)ncnc21,0,1,0,0
CC(C)n1nc(-c2cc3ccc(O)cc3[nH]2)c2c(N)ncnc21,0,1,1,1
CC(C)n1nc(-c2cc3c(Cl)c(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,0
CC(C)n1nc(-c2cc3cc(C(N)=O)ccc3[nH]2)c2c(N)ncnc21,0,1,0,0
CC(C)n1nc(-c2cc3ccc(C#N)cc3[nH]2)c2c(N)ncnc21,0,1,0,0
CC(C)n1nc(-c2cc3ccc(C(N)=O)cc3[nH]2)c2c(N)ncnc21,0,1,0,0
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CCCCC1,0,1,1,1
CCOC(=O)Cn1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,0
CC(=O)N1CCC(n2nc(-c3cc4cc(O)ccc4[nH]3)c3c(N)ncnc32)CC1,0,1,1,0
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CCN(C(=O)C2CC2)CC1,0,1,1,0
CC(C)n1nc(-c2cc3cc(O)c(Cl)cc3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2CCN1CCOCC1,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2CC(=O)N1CCOCC1,0,1,1,1
CNC(=O)Cn1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cccc(O)c3[nH]1)nn2C1CCCC1,0,1,1,1
CC(C)n1nc(-c2cc3c(O)cccc3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2Cc1cccnc1,0,1,1,1
CC(C)n1nc(-c2cc3c(Cl)ccc(O)c3[nH]2)c2c(N)ncnc21,0,1,1,1
COCCn1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cccc(O)c3[nH]1)nn2C1CCN(C(=O)C2CC2)CC1,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CCOCC1,0,1,1,0
CNC(=O)CCn1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,0
Cc1nccn1CCn1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0,1,1,0
Nc1ncnc2c1c(-c1cc3c(Cl)cccc3[nH]1)nn2C1CCOCC1,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CC(N2CCOCC2)C1,0,1,1,1
CC(C)n1nc(-c2cc3cccc(Cl)c3[nH]2)c2c(N)ncnc21,0,1,1,1
Nc1ncnc2c1c(-c1cc3cccc(Cl)c3[nH]1)nn2C1CCOCC1,0,1,1,1
CN1CCN(C2CC(n3nc(-c4cc5cc(O)ccc5[nH]4)c4c(N)ncnc43)C2)CC1,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CC(=O)C1,0,1,0,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CC(O)C1,0,1,0,1
CC(C)N1CCC(n2nc(-c3cc4cc(O)ccc4[nH]3)c3c(N)ncnc32)CC1,0,1,0,1
CC(C)N1CCC(n2nc(-c3cc4cc(O)cc(Cl)c4[nH]3)c3c(N)ncnc32)CC1,0,1,0,1
Nc1ncnc2c1c(-c1cc3cc(O)ccc3[nH]1)nn2C1CCC(N2CCOCC2)CC1,0,1,0,1
CN1CCN(C2CCC(n3nc(-c4cc5cc(O)ccc5[nH]4)c4c(N)ncnc43)CC2)CC1,0,1,0,1
COc1ccc2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c2c1,0,1,0,1
Nc1ncnc2c1c(-c1cc3ccc(O)cc3[nH]1)nn2C1CCOCC1,0,1,0,1
COc1ccc(Cl)c2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c12,0,1,1,1
Nc1ncnc2c1c(-c1cc3cccc(O)c3[nH]1)nn2C1CCOCC1,0,1,1,1
COc1cccc2cc(-c3nn(C4CCOCC4)c4ncnc(N)c34)[nH]c12,0,1,1,1
CC(C)N1CCC(n2nc(-c3cc4cccc(O)c4[nH]3)c3c(N)ncnc32)CC1,0,1,1,1
COc1cccc2cc(-c3nn(C4CCN(C(=O)C5CC5)CC4)c4ncnc(N)c34)[nH]c12,0,1,1,1
COc1cc(Cl)c2[nH]c(-c3nn(C4CCOCC4)c4ncnc(N)c34)cc2c1,0,1,1,1
Nc1ncnc2c1c(-c1cc3cc(O)cc(Cl)c3[nH]1)nn2C1CCOCC1,0,1,1,1
CC(=O)N1CCC(n2nc(-c3cc4c(Cl)ccc(O)c4[nH]3)c3c(N)ncnc32)CC1,0,1,1,1
CC(=O)N1CCC(n2nc(-c3cc4cc(O)cc(Cl)c4[nH]3)c3c(N)ncnc32)CC1,0,1,1,1
CC(C)N1CCC(n2nc(-c3cc4c(Cl)ccc(O)c4[nH]3)c3c(N)ncnc32)CC1,0,1,1,1
Oc1cccc(-c2nccc(N3CCOCC3)n2)c1,0,1,1,0
CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCCOC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
Nc1ncc(-c2cc(S(=O)(=O)c3ccccc3)cc(N3CCOCC3)n2)s1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)cc1C#N,0,1,1,0
COCCNc1cc(C(=O)O)nc2c(-c3ccc(O)cc3)nc(N3CCOCC3)nc12,0,1,0,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,0,1,0,1
CCc1ncnc(-c2ccc(C(=O)NC3CCCN(C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CCC1CCOCC1)C(=O)CN2,0,1,0,0
CCCC(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCCOC5)C4)cc32)cnc1OC,0,1,1,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cncs5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCNCC5)C4)cc32)cc1C#N,0,1,1,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)c(C)c3)c2c(=O)n1-c1ccccc1,0,1,1,1
CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,0,1,0,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cn(C)nc5C)C4)c3C2)cc1C(F)(F)F,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cc[nH]c(=O)c5)C4)cc32)cc1C#N,0,1,1,0
Cc1cc(-c2nc(-c3cc(S(=O)(=O)NCC(C)(C)O)ccc3C)cnc2N)on1,0,1,0,1
COc1nc(NCC#N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCCO5)C4)cc32)cnc1OC,0,1,1,0
CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCCCC5)C4)cc32)cc1C#N,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)cc1C,0,1,1,0
O=C1CN(CCC2CCOCC2)c2nc(-c3ccc(-c4nnc[nH]4)cc3)cnc2N1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1nc(N)nc(N2C[C@@H](O)C[C@H]2c2nc3cccc(-c4cncnc4)c3c(=O)n2-c2ccccc2)c1C#N,0,1,1,1
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cncc(S(=O)(=O)N4CCN(C)CC4)c2)CCO3)C1,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@@H]5CCN(C)C5)C4)cc32)cc1C#N,0,1,1,0
Cc1ncnc(-c2ccc(F)c(C(=O)N3CCCCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CN(C)C(=O)CNc1nc(-c2cccc(O)c2)nc(N2CCOCC2)n1,0,1,0,0
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2(C)CCOCC2)c(=O)n4C)cn1,0,1,0,0
CCc1ncnc(-c2ccc(Cl)c(C(=O)N(CC)CC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
O=C1/C(=C/c2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)Oc2cc(O)cc(O)c21,0,1,0,1
CCC(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1,0,1,0,0
O=C1NC(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3O)o2)S1,0,1,0,1
CCc1ncnc(-c2cc(F)c(C(=O)N3CC[C@@H](N(C)C)C3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
COCCN(C)c1cc(C(=O)O)nc2c(-c3ccc(CO)cc3)nc(N3CCOCC3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1ncnc(N2CCN(C)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,0,1,0,0
c1cnc2c(N3CCOCC3)nc(-c3cccc4[nH]ncc34)nc2c1,0,1,1,1
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCOC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CC(C)S(=O)(=O)c1cncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)c1,0,1,1,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5COCCO5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,0,1,0,0
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)cn1,0,1,0,0
CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)C4)c(F)c2)cn1,0,1,0,0
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)n1,0,1,0,0
Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cc1F,0,1,0,0
CCNC(=O)Nc1ccc(-c2nc(CS(C)(=O)=O)cc(N3CCOCC3)n2)cc1,0,1,1,0
CN(C)CCN(C)c1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NC[C@H]3CCCN3CC)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cocn5)C4)cc32)cc1F,0,1,1,0
CC(C)OCCN1c2nc(N3CCOCC3)cc(=O)n2CC[C@H]1C(F)(F)F,0,1,0,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)N5CCN(C)CC5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
c1cc(-c2nc3c(N4CCOCC4)nc(N4CCOCC4)nc3[nH]2)c2cc[nH]c2c1,0,1,0,0
CC(=O)N1CCN(c2cc(-c3cccc(O)c3)nc(N3CCOCC3)n2)CC1,0,1,0,0
Cc1nc(N)nc(N2C[C@@H](O)C[C@H]2c2nc3ccc(F)c(-c4cn(C)cn4)c3c(=O)n2-c2ccccc2)c1C#N,0,1,1,1
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)CCS(C)(=O)=O)C4)cc32)cnc1OC,0,1,1,0
CCN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)COS(C)(=O)=O)C4)cc32)cnc1OC,0,1,1,0
COc1ncc(N2CCOc3cnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)cc32)cc1C#N,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1cc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cnco5)C4)c3C2)cnc1OC,0,1,1,0
COc1ncc(-c2cccc3nc([C@@H]4C[C@H](O)CN4c4nc(N)nc(C)c4C#N)n(-c4ccccc4)c(=O)c23)cn1,0,1,1,1
CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C/c1cn(C)c3nccc(N4CC5CCC(C4)O5)c13)O2,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCC[C@H]4C3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCNCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5ccncc5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CN(C)C(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,0,1,0,0
Cc1cc2c(-c3nc4c(N5CCOCC5)nc(N5CCOCC5)nc4[nH]3)cccc2[nH]1,0,1,0,0
Nc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N(C)CCCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCSCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3cccnc3)cc2)nc(C2CCOCC2)n1,0,1,0,0
Cc1cc(N2CCOc3cnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)cc32)cnc1OC(F)F,0,1,1,0
CCc1ncnc(-c2ccc(Cl)c(C(=O)N3CCCCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(Cl)c(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
Cn1cc(/C=C2\Oc3ccc(NC(=O)Nc4cccnc4)cc3C2=O)c2c(N3CCC(C(=O)N4CCCCC4)CC3)ccnc21,0,1,0,0
CN(C)C(=O)CCNc1nc(-c2cccc3[nH]ncc23)nc(N2CCOCC2)n1,0,1,0,0
O=C1NC(=S)S/C1=C\c1ccc(-c2cc([N+](=O)[O-])ccc2O)o1,0,1,0,1
O=C1NC(=O)/C(=C/c2ccc(-c3cc(OC(F)(F)F)ccc3O)o2)S1,0,1,0,1
CCc1ncnc(-c2ccc(C(=O)N3C[C@H]4CNC[C@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CC[C@H](O)CC5)C4)cc32)cc1C#N,0,1,1,0
O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,0,1,0,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3ccc(Nc4ccncc4)cc3n2)cn1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(OCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C(C)C)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CC1(C)OCCN(c2cccc(-c3cc(Cl)c4c(N)ncnn34)c2)C1=O,0,1,1,1
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)Cc5ccncc5)C4)cc32)cc1C#N,0,1,1,0
CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)c(OC)c3)nc2n1,0,1,0,0
COc1cc(-c2cnc3ccc(NC(=O)NCCCCO)nc3n2)ccc1O,0,1,0,0
COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,0,1,0,0
Cn1c(=O)n([C@H]2C[C@@H](O)C2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,0,1,0,0
CC(=O)c1c[nH]c2ncc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cc12,0,1,0,0
N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(C#CCO)c2c(=O)n1-c1ccccc1,0,1,1,1
CCc1ncnc(N2CCC(C=C(C)C)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NCC3CCCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
